CAS,FOUND_BY,DTXSID,PREFERRED_NAME,AVERAGE_MASS,MOLECULAR_FORMULA,BIOCONCENTRATION_FACTOR_TEST_PRED,BOILING_POINT_DEGC_TEST_PRED,48HR_DAPHNIA_LC50_MOL/L_TEST_PRED,DENSITY_G/CM^3_TEST_PRED,DEVTOX_TEST_PRED,96HR_FATHEAD_MINNOW_MOL/L_TEST_PRED,FLASH_POINT_DEGC_TEST_PRED,MELTING_POINT_DEGC_TEST_PRED,AMES_MUTAGENICITY_TEST_PRED,ORAL_RAT_LD50_MOL/KG_TEST_PRED,SURFACE_TENSION_DYN/CM_TEST_PRED,THERMAL_CONDUCTIVITY_MW/(M*K)_TEST_PRED,TETRAHYMENA_PYRIFORMIS_IGC50_MOL/L_TEST_PRED,VISCOSITY_CP_CP_TEST_PRED,VAPOR_PRESSURE_MMHG_TEST_PRED,WATER_SOLUBILITY_MOL/L_TEST_PRED,ATMOSPHERIC_HYDROXYLATION_RATE_(AOH)_CM3/MOLECULE*SEC_OPERA_PRED,BIOCONCENTRATION_FACTOR_OPERA_PRED,BIODEGRADATION_HALF_LIFE_DAYS_DAYS_OPERA_PRED,BOILING_POINT_DEGC_OPERA_PRED,HENRYS_LAW_ATM-M3/MOLE_OPERA_PRED,OPERA_KM_DAYS_OPERA_PRED,OCTANOL_AIR_PARTITION_COEFF_LOGKOA_OPERA_PRED,SOIL_ADSORPTION_COEFFICIENT_KOC_L/KG_OPERA_PRED,OCTANOL_WATER_PARTITION_LOGP_OPERA_PRED,MELTING_POINT_DEGC_OPERA_PRED,OPERA_PKAA_OPERA_PRED,OPERA_PKAB_OPERA_PRED,VAPOR_PRESSURE_MMHG_OPERA_PRED,WATER_SOLUBILITY_MOL/L_OPERA_PRED
1918-00-9,CASRN,DTXSID4024018,Dicamba,221.03,C8H6Cl2O3,4.12098,314.148,0.00011246,1.483,0.447,0.00011722,152.494,148.806,0.143,0.00464515,N/A,N/A,0.00165196,N/A,3.06196E-05,0.00726106,4.85E-12,3.37742,3.52026,301.331,2.49E-09,0.256173,8.67575,31.7015,2.21198,115.133,N/A,N/A,3.33003E-05,0.0684572
191-24-2,CASRN,DTXSID5023908,"Benzo(g,h,i)perylene",276.338,C22H12,765.597,511.575,5.20E-07,1.346,N/A,N/A,262.98,299.222,0.972,N/A,N/A,N/A,1.90546E-06,N/A,4.62E-10,1.82E-09,3.79E-11,1201.9,561.595,535.958,3.32E-07,1.66131,11.7243,40953.6,6.63204,277.763,N/A,N/A,1.00E-10,8.43E-10
1912-24-9,CASRN,DTXSID9020112,Atrazine,215.69,C8H14ClN5,8.49181,312.186,8.10961E-05,1.236,0.556,0.000088308,175.284,154.06,0.196,0.00635331,N/A,158.367,N/A,N/A,4.97E-07,0.000440555,1.67E-11,7.94979,4.90761,337.108,1.24E-08,0.0892399,8.38479,173.852,2.61148,173.141,N/A,1.61,2.88E-07,0.000198547
19044-88-3,CASRN,DTXSID8024238,Oryzalin,346.36,C12H18N4O6S,13.4896,N/A,N/A,1.397,1.213,N/A,272.11,163.447,-0.039,0.0124165,N/A,N/A,N/A,N/A,1.07E-07,7.31139E-06,1.69E-11,2.34495,3.53535,298.42,2.90E-10,0.699862,10.7158,2504.16,3.7247,141.083,N/A,N/A,2.89E-09,1.41654E-05
189084-64-8,CASRN,DTXSID4052689,"2,2',4,4',6-Pentabromodiphenyl ether",564.691,C12H5Br5O,377.572,444.864,1.56E-08,2.547,N/A,5.42E-08,199.611,243.888,0.074,9.77237E-06,N/A,105.871,2.91E-07,N/A,3.41E-08,2.68E-09,9.95E-13,1872550,49.7585,408.119,0.000363941,45.6114,11.5401,580716,7.24064,213.478,N/A,N/A,2.94E-08,1.81E-08
189084-61-5,CASRN,DTXSID9052688,"2,3',4,4'-Tetrabromodiphenyl ether",485.795,C12H6Br4O,262.422,403.281,8.69E-08,2.392,N/A,1.29E-07,190.619,209.669,0.116,3.50752E-05,N/A,111.209,7.82E-07,N/A,1.09E-07,5.77E-09,2.50E-12,1143000,24.5202,376.011,3.51078E-05,40.9295,10.5288,643893,6.47533,182.007,N/A,N/A,1.07E-07,1.22E-07
187227-45-8,CASRN,DTXSID50171996,Oseltamivir acid,284.356,C14H24N2O4,1.08893,383.061,0.000203704,1.178,0.789,0.000130317,263.12,170.06,0.25,0.0084918,N/A,180.686,0.00034435,98.4011,3.76E-08,0.0159956,2.26E-11,2.87861,3.34752,286.922,1.72E-11,0.33334,9.23225,51.9194,-1.77553,186.909,N/A,N/A,2.13E-09,0.0488927
187022-11-3,CASRN,DTXSID6037483,Acetochlor ESA,315.38,C14H21NO5S,7.31139,382.116,N/A,1.349,1.155,8.77001E-05,N/A,159.724,0.55,0.011695,N/A,N/A,N/A,N/A,N/A,0.00744732,1.82E-11,9.72568,4.28771,314.612,5.54E-10,0.823748,10.7108,298.449,2.39897,181.777,N/A,N/A,4.85E-08,0.0708417
186691-13-4,CASRN,DTXSID5044281,Tiotropium,392.51,C19H22NO4S2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1861-32-1,CASRN,DTXSID0024000,Chlorthal-dimethyl,331.95,C10H6Cl4O4,118.032,330.96,1.41579E-05,1.483,0.666,1.03514E-06,168.46,108.801,-0.037,0.00501187,45.827,124.276,6.44169E-06,7.36207,5.64937E-05,5.97E-07,6.42E-12,246.4,5.86679,364.957,1.71E-08,6.59403,8.97061,4985.85,4.27803,154.744,N/A,N/A,2.50046E-06,1.13731E-06
18607-98-2,CASRN,DTXSID70171852,N(1)-Acetylsulfamethoxazole,295.31,C12H13N3O4S,4.58142,N/A,N/A,1.448,0.784,N/A,274.453,184.474,0.108,0.0239332,N/A,N/A,N/A,N/A,3.16E-09,0.000988553,1.18E-11,1.88524,4.24797,342.455,2.18E-11,0.503436,11.5041,238.638,0.342051,205.069,N/A,N/A,1.43E-08,6.57708E-05
18559-94-9,CASRN,DTXSID5021255,Albuterol,239.315,C13H21NO3,2.91743,348.979,6.79204E-05,1.151,0.574,7.94328E-05,186.357,126.993,0.361,0.00545758,41.3,195.354,0.000207014,24.6037,4.04E-07,0.0179473,1.64E-11,6.72609,4.28138,298.491,8.07E-11,0.118484,8.63197,106.555,0.997825,150.978,N/A,N/A,5.43E-08,0.0599163
18323-44-9,CASRN,DTXSID2022836,Clindamycin,424.98,C18H33ClN2O5S,2.40436,539.979,0.00053827,1.308,-0.075,9.54993E-06,319.906,131.076,0.146,0.00164059,N/A,N/A,N/A,301.301,4.34E-10,0.0139637,2.46E-11,8.56464,37.0282,359.063,1.34E-11,0.207177,9.43117,167,2.157,137.686,N/A,N/A,5.42E-10,7.31793E-05
182346-21-0,CASRN,DTXSID4052685,"2,2',3,4,4'-Pentabromodiphenyl ether",564.691,C12H5Br5O,334.195,442.243,1.98E-08,2.584,N/A,5.51E-08,200.686,240.866,0.019,1.69824E-05,N/A,107.801,1.49E-07,N/A,2.07E-08,2.59E-09,1.01E-12,1839040,25.148,407.977,0.00444496,22.2506,11.6452,585083,7.36977,213.431,N/A,N/A,7.29E-09,1.79E-08
1806-26-4,CASRN,DTXSID9022312,4-Octylphenol,206.329,C14H22O,94.6237,298.501,3.58922E-06,0.963,0.504,1.6293E-06,146.682,39.844,-0.001,0.0103039,36.09,145.776,5.40754E-06,16.293,0.000149968,2.32274E-05,1.67E-11,592.558,3.7174,264.421,1.03359E-05,0.431996,8.79342,1640.51,5.18707,53.0464,N/A,N/A,0.00201029,8.53703E-05
17685-05-1,CASRN,DTXSID601034474,Phenyl beta-D-glucopyranosiduronic acid,270.237,C12H14O7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
17685-04-0,CASRN,DTXSID00904317,Ethyl glucuronide,222.193,C8H14O7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.18E-11,4.26009,3.53124,313.069,2.42E-10,0.117595,8.40385,39.4076,-1.89808,154.379,N/A,N/A,8.85E-10,0.357081
175013-18-0,CASRN,DTXSID7032638,Pyraclostrobin,387.82,C19H18ClN3O4,N/A,465.144,N/A,1.41,0.41,N/A,176.408,102.24,0.587,N/A,N/A,N/A,N/A,N/A,1.50E-09,2.09411E-05,1.75E-11,174.446,5.15004,335.991,1.49E-07,1.7981,11.7081,1622.29,3.98987,116.214,N/A,N/A,8.48E-09,4.90703E-06
173584-44-6,CASRN,DTXSID1032690,Indoxacarb,527.84,C22H17ClF3N3O7,36.7282,N/A,8.39E-08,1.618,1.1,1.11E-07,314.755,163.757,0.589,0.00077983,N/A,N/A,N/A,N/A,8.99E-11,2.10863E-06,2.08E-11,4.58268,5.69196,349.973,2.16E-08,6.27325,11.6823,4317.56,4.64653,140.45,N/A,N/A,2.35E-10,3.83E-07
1730-37-6,CASRN,DTXSID4061919,1-Methylfluorene,180.25,C14H12,711.214,281.144,5.80764E-06,1.065,0.842,9.4189E-06,124.348,82.02,0.787,0.00916221,N/A,125.507,5.78096E-05,N/A,0.000077983,4.09261E-06,1.70E-10,397.941,34.8608,275.826,0.000525252,3.28493,6.90855,7529.46,4.96942,84.7873,N/A,N/A,0.000298041,6.02659E-06
171596-29-5,CASRN,DTXSID9046786,Tadalafil,389.411,C22H19N3O4,10.1158,579.46,1.18577E-05,1.39,0.964,1.61808E-06,363.546,257.27,0.472,0.000367282,N/A,N/A,N/A,N/A,1.79E-15,0.000161065,1.42E-10,4.75907,57.3614,388.918,1.35E-11,1.15982,10.2509,61272.4,1.94137,143.605,N/A,N/A,1.04E-09,0.00242808
171262-17-2,CASRN,DTXSID1037486,Alachlor OA,265.309,C14H19NO4,1.30918,368.012,5.97035E-05,1.18,0.974,2.48886E-05,235.788,55.965,0.532,0.0100693,N/A,147.69,0.000268534,105.682,7.60E-07,0.0033037,1.38E-11,2.90234,4.52146,314.722,1.19E-09,0.855796,10.6162,104.706,2.60647,96.5061,N/A,N/A,4.07E-08,0.0077816
171118-09-5,CASRN,DTXSID1037567,Metolachlor ESA,329.41,C15H23NO5S,9.95405,404.135,N/A,1.329,1.269,8.93305E-05,N/A,155.804,0.62,0.0101625,N/A,N/A,N/A,N/A,N/A,0.00190108,2.67E-11,9.61603,4.7488,314.45,4.34E-10,1.06284,10.6255,400.209,1.86625,189.09,N/A,N/A,4.63E-08,0.00681847
169590-42-5,CASRN,DTXSID0022777,Celecoxib,381.37,C17H14F3N3O2S,38.815,N/A,N/A,1.447,0.776,N/A,280.62,160.363,0.844,0.00236048,N/A,N/A,N/A,N/A,6.93E-09,3.9355E-06,1.38E-11,7.972,3.54862,292.169,5.15E-09,0.420888,10.8686,329.963,3.56624,158.086,N/A,N/A,3.08E-11,4.2098E-06
1689-84-5,CASRN,DTXSID3022162,Bromoxynil,276.915,C7H3Br2NO,12.331,295.87,3.08E-07,1.927,N/A,0.000017338,134.163,149.575,0.367,0.00115345,40.568,134.111,6.19441E-05,8.57038,0.000264241,0.000237684,6.02E-12,5.76214,4.88254,306.687,2.32E-07,0.206329,8.48481,469.167,2.62501,190.015,N/A,N/A,4.82E-08,0.000430874
16752-77-5,CASRN,DTXSID1022267,Methomyl,162.21,C5H10N2O2S,2.29615,204.528,3.65595E-06,1.125,0.501,0.000158489,111.117,58.029,0.871,0.000168267,N/A,N/A,N/A,N/A,0.000138357,0.242103,1.12E-11,3.54426,3.54663,230.042,1.98E-08,0.113843,6.47551,20.1143,0.600496,78.0482,N/A,N/A,5.45296E-06,0.346095
16655-82-6,CASRN,DTXSID2037506,3-Hydroxycarbofuran,237.255,C12H15NO4,10.4232,309.512,9.4189E-06,1.177,0.876,6.82339E-05,187.364,140.489,0.568,0.000271019,N/A,N/A,0.00110917,26.3027,4.20E-07,0.0027227,1.64E-11,12.8372,3.53599,312.455,1.31E-09,0.49132,8.17892,233.631,1.63962,169.051,N/A,N/A,6.01E-08,0.0262757
1665-48-1,CASRN,DTXSID3023269,Metaxalone,221.256,C12H15NO3,9.84011,330.242,1.72982E-05,1.159,0.725,2.85759E-05,174.166,116.419,0.63,0.000668344,N/A,N/A,0.000288403,57.9429,5.06991E-06,0.000790679,1.43E-11,9.39446,4.27771,282.512,1.40E-09,0.128121,9.98457,104.336,1.76373,121.968,N/A,N/A,1.76068E-06,0.00215369
1646-88-4,CASRN,DTXSID6023862,Aldoxycarb,222.26,C7H14N2O4S,N/A,309.514,3.42768E-05,1.217,0.783,0.000016293,220.857,125.828,0.62,0.00147231,N/A,N/A,N/A,N/A,1.23595E-05,0.049204,2.72E-11,1.0197,4.65414,310.82,1.11E-09,0.089549,7.71651,2.64411,-0.567942,140.603,N/A,N/A,8.80029E-05,0.0210245
1646-87-3,CASRN,DTXSID1033161,Aldicarb sulfoxide,206.26,C7H14N2O3S,N/A,283.176,2.71644E-05,1.186,0.973,4.65586E-05,176.037,109.018,N/A,1.70216E-05,N/A,N/A,N/A,N/A,4.65586E-05,0.039355,1.85E-11,3.55123,4.47601,310.959,2.91E-10,0.111736,8.76091,3.64936,0.492506,120.833,N/A,N/A,9.96149E-05,0.135754
163521-19-5,CASRN,DTXSID70458579,5-{4-[4-(5-Cyano-1H-indol-3-yl)butyl]piperazin-1-yl}-1-benzofuran-2-carboxylic acid,442.519,C26H26N4O3,6.83912,602.051,3.64754E-06,1.396,0.91,5.75E-07,388.967,306.898,0.206,N/A,N/A,N/A,N/A,N/A,3.74E-15,1.42561E-06,2.00E-11,4.66423,3.35779,385.394,2.29E-08,0.938392,9.69099,25207.6,4.46803,204.825,N/A,N/A,3.45E-09,0.000207765
163521-12-8,CASRN,DTXSID80870086,Vilazodone,441.535,C26H27N5O2,9.7949,625.68,1.80302E-06,1.335,0.871,1.47E-07,358.031,303.923,0.205,N/A,N/A,N/A,N/A,N/A,3.30E-14,1.34896E-06,2.48E-11,7.94727,7.44224,366.726,2.20E-08,0.93728,9.71101,24597.8,3.50318,192.734,N/A,N/A,3.74E-10,1.86262E-05
1634-78-2,CASRN,DTXSID9020790,Malaoxon,314.29,C10H19O7PS,2.47742,N/A,9.08E-08,1.252,0.427,0.000044978,184.108,-2.725,0.333,0.000470977,N/A,N/A,N/A,N/A,1.25314E-05,0.0469894,7.72E-12,1.12398,5.76021,335.632,8.57E-10,0.0915704,9.39855,227.413,1.72387,30.0744,N/A,N/A,9.82506E-06,0.0240421
163222-33-1,CASRN,DTXSID1044223,Ezetimibe,409.433,C24H21F2NO3,126.183,485.017,1.05925E-06,1.355,0.805,5.57E-08,324.4,175.724,0.52,0.00349945,N/A,156.821,1.77011E-06,N/A,2.36E-10,1.27938E-05,2.42E-11,54.6972,21.3807,425.223,1.02E-11,0.145223,9.59203,83528.8,4.03277,220.936,N/A,N/A,6.12E-09,6.18876E-06
161050-58-4,CASRN,DTXSID3032628,Methoxyfenozide,368.477,C22H28N2O3,56.7545,N/A,3.60579E-06,1.098,0.77,1.98153E-06,236.138,200.296,-0.036,0.00946237,N/A,N/A,N/A,N/A,2.98E-08,1.32739E-05,2.04E-11,74.4817,3.35393,328.73,1.48E-09,0.705862,10.3986,1851.25,3.69869,204.479,N/A,N/A,3.44E-08,4.90474E-06
1610-18-0,CASRN,DTXSID6022341,Prometon,225.296,C10H19N5O,7.8886,329.884,0.000097051,1.135,0.947,0.0001,173.179,117.416,0.106,0.00269153,N/A,N/A,N/A,N/A,7.52E-07,0.00400867,1.54E-11,3.054,3.81693,336.289,3.00E-08,0.114479,8.41333,397.963,2.99119,91.6904,N/A,N/A,2.30284E-06,0.00304746
1609-66-1,CASRN,DTXSID2057657,Norfentanyl,232.327,C14H20N2O,15.4525,318.774,0.000294442,1.063,0.623,0.000105439,183.46,107.197,0.062,0.00077983,N/A,163.17,0.000164059,38.3707,3.0761E-06,0.00374111,1.71E-11,11.0534,3.35144,333.571,1.10E-09,0.391092,10.5588,230.39,2.7735,191.323,N/A,N/A,8.88E-07,0.00239651
15972-60-8,CASRN,DTXSID1022265,Alachlor,269.77,C14H20ClNO2,16.8655,337.241,1.58125E-05,1.116,0.757,1.91867E-05,173.085,12.575,0.369,0.00444631,N/A,145.244,5.42001E-05,26.5461,7.72681E-06,0.000781628,1.38E-11,13.2282,4.32015,298.495,8.34E-09,0.0795857,9.72039,190.919,3.51767,39.5205,N/A,N/A,1.38363E-05,0.00076453
158966-92-8,CASRN,DTXSID9023334,Montelukast,586.19,C35H36ClNO3S,10.2802,656.897,7.21E-08,1.359,0.253,7.80E-11,386.008,218.38,0.428,0.00199986,N/A,N/A,N/A,N/A,1.23E-13,8.32E-09,2.55E-11,28.6431,96.5121,483.477,2.54E-08,0.441597,9.73901,135038,9.41551,194.329,N/A,N/A,4.13E-11,5.75561E-06
1582-09-8,CASRN,DTXSID4021395,Trifluralin,335.283,C13H16F3N3O4,149.624,369.442,6.06736E-06,1.409,1.145,6.24E-07,161.745,68.678,0.445,0.0136773,N/A,N/A,7.14496E-06,N/A,2.91743E-06,2.00447E-06,1.39E-11,2279.43,3.54656,365.044,0.000102672,4.15594,8.41432,15764.7,5.3382,49.7774,N/A,N/A,4.59829E-05,8.50E-07
1576-67-6,CASRN,DTXSID9052682,"3,6-Dimethylphenanthrene",206.288,C16H14,516.416,362.479,1.66341E-06,1.076,0.718,1.06414E-06,162.03,112.878,0.663,0.00699842,37.56,121.764,2.40991E-05,N/A,4.20727E-06,1.28825E-06,3.08E-11,1011.13,34.9142,347.341,3.27315E-05,3.62013,7.87102,25223.5,5.19891,156.864,N/A,N/A,7.23824E-06,3.20E-07
15687-27-1,CASRN,DTXSID5020732,Ibuprofen,206.285,C13H18O2,19.8153,294.758,1.35831E-05,1.06,0.897,2.64241E-05,176.753,68.782,-0.045,0.00737904,35.129,132.813,0.000102094,18.3654,2.03236E-05,0.000389942,1.50E-11,71.7605,3.54647,280.745,8.19E-08,0.402464,8.75707,139.326,3.73501,103.411,4.57,N/A,0.00832743,0.000174402
1563-66-2,CASRN,DTXSID9020249,Carbofuran,221.256,C12H15NO3,11.5878,319.001,4.19759E-06,1.115,0.767,6.57658E-05,166.145,118.814,0.698,0.000269153,N/A,N/A,0.000514044,25.7632,3.40408E-06,0.00188365,5.25E-11,2.8901,4.47288,285.117,2.75E-09,0.625898,9.03678,56.3325,1.97375,150.869,N/A,N/A,4.85143E-06,0.00174481
154598-52-4,CASRN,DTXSID9046029,Efavirenz,315.68,C14H9ClF3NO2,N/A,350.315,7.74E-07,1.467,0.998,1.70E-07,218.789,98.629,0.221,N/A,N/A,N/A,N/A,N/A,1.67E-07,6.17E-07,1.36E-11,165.038,3.53549,313.439,1.46E-09,1.20173,10.3685,1485.12,3.86514,159.351,N/A,N/A,2.26E-07,0.00025165
154-21-2,CASRN,DTXSID3023215,Lincomycin,406.54,C18H34N2O6S,1.90985,519.809,0.00189671,1.334,-0.104,2.65461E-05,319.8,142.816,0.071,0.00317687,N/A,N/A,N/A,279.254,3.09E-11,0.0547016,2.45E-11,1.80359,36.8012,355.082,1.80E-11,0.307076,9.48763,60.3036,0.19995,176.708,N/A,N/A,6.08E-09,0.00229573
153233-91-1,CASRN,DTXSID8034586,Etoxazole,359.417,C21H23F2NO2,348.337,355.778,3.93E-07,1.186,0.734,9.42E-08,222.422,100.228,0.162,0.00251189,N/A,N/A,N/A,N/A,1.60E-07,4.9204E-06,1.74E-11,2393.52,4.44981,365.38,5.91E-07,0.987746,9.81979,1582.27,3.76241,101.456,N/A,N/A,1.65E-08,2.03E-07
15323-35-0,CASRN,DTXSID9051743,Phantolide,244.378,C17H24O,1059.25,305.056,3.9355E-06,0.92,0.679,3.55631E-06,129.672,52.974,-0.027,0.00300608,N/A,109.841,1.10917E-05,N/A,0.000362243,2.43781E-05,1.37E-11,809.411,5.31106,322.363,2.06528E-05,1.15493,8.41407,3012.93,5.26151,44.241,N/A,N/A,0.00286516,7.93187E-06
15318-45-3,CASRN,DTXSID5021338,Thiamphenicol,356.21,C12H15Cl2NO5S,0.872971,418.543,0.000409261,1.544,0.992,1.41254E-05,293.792,154.571,0.099,0.00899498,N/A,N/A,N/A,N/A,1.09E-08,0.00879022,1.93E-11,1.43581,2.92543,385.771,1.50E-11,0.136365,9.27022,140.858,-0.270016,165.296,N/A,N/A,3.35E-10,0.000889147
15307-86-5,CASRN,DTXSID6022923,Diclofenac,296.15,C14H11Cl2NO2,26.9153,409.989,1.18304E-05,1.447,0.905,1.35519E-06,225.384,189.082,0.534,0.000824138,N/A,143.022,6.68344E-06,55.0808,2.72E-08,1.78238E-05,1.37E-11,3.55224,4.67826,316.76,1.57E-10,0.423986,9.29771,5738.4,4.51997,233.9,N/A,N/A,2.63E-09,6.15711E-06
152019-74-4,CASRN,DTXSID80651579,(2-Ethyl-6-methylanilino)(oxo)acetic acid,207.229,C11H13NO3,0.65013,355.172,0.000153462,1.2,0.813,0.000136144,195.012,148.093,0.237,0.00731139,N/A,155.022,0.000676083,54.325,1.45546E-06,0.00293765,9.27E-12,3.36125,3.53629,272.496,6.05E-10,0.662365,8.17908,152.82,2.61368,172.703,N/A,N/A,1.15887E-06,0.00154774
152019-73-3,CASRN,DTXSID6037568,Metolachlor OA,279.336,C15H21NO4,1.57398,356.287,5.88844E-05,1.163,0.732,2.81838E-05,243.082,57.568,0.353,0.00946237,N/A,144.457,0.000170216,112.98,6.53E-07,0.00225944,1.65E-11,2.9148,4.45456,319.325,8.29E-09,1.19511,10.7496,80.3998,2.61298,104.788,N/A,N/A,4.36E-08,0.00806472
148-79-8,CASRN,DTXSID0021337,Thiabendazole,201.25,C10H7N3S,18.197,403.909,4.12098E-05,1.363,0.486,N/A,201.482,245.575,0.575,N/A,N/A,N/A,0.000276694,N/A,7.06E-07,0.000156675,4.33E-11,7.89022,3.53815,335.969,6.92E-08,0.14564,10.0496,1739.36,2.46847,299.714,N/A,N/A,4.04E-09,0.0002519
148553-50-8,CASRN,DTXSID1045950,Pregabalin,159.229,C8H17NO2,1.96789,236.48,0.000199986,1.005,0.788,0.00052723,116.843,94,0.29,0.014388,26.302,174.58,0.00171791,6.05341,0.00074131,0.0753356,1.31E-11,3.47429,3.54041,275.563,3.18E-08,0.14783,7.84892,75.6897,-1.99244,250.147,N/A,N/A,0.0113672,0.87479
147511-69-1,CASRN,DTXSID1048384,Pitavastatin,421.468,C25H24FNO4,18.239,553.293,2.1677E-06,1.408,0.71,2.17E-09,322.501,226.934,0.273,N/A,N/A,N/A,2.32809E-06,N/A,4.85E-12,8.75E-07,3.35E-11,14.6577,35.1129,396.439,1.60E-11,0.18383,9.41068,120802,4.30606,205.903,N/A,N/A,6.77E-10,3.36683E-05
147-24-0,CASRN,DTXSID4020537,Diphenhydramine hydrochloride,291.82,C17H22ClNO,143.219,319.183,5.28445E-06,1.021,0.198,4.43609E-05,157.055,75.605,0.18,0.00275423,39.117,141.203,4.84172E-05,10.5196,9.28966E-06,0.00218273,1.44E-11,212.401,5.24275,313.996,4.78531E-06,2.21599,8.53099,265.128,0.388789,173.171,N/A,N/A,8.91392E-05,0.00066005
146-22-5,CASRN,DTXSID5023372,Nitrazepam,281.271,C15H11N3O3,6.65273,434.955,0.000030761,1.41,0.947,9.48E-07,268.589,211.219,0.384,0.00280543,N/A,N/A,N/A,N/A,8.77E-10,9.03649E-05,1.84E-11,16.864,5.26333,335.882,6.25E-09,0.417701,11.2207,856.002,2.19093,225.006,N/A,N/A,1.87E-10,0.000157718
145599-86-6,CASRN,DTXSID9022786,Cerivastatin,459.558,C26H34FNO5,7.19449,541.486,1.69824E-05,1.2,0.805,3.37E-08,262.782,185.319,0.5,0.000180302,N/A,N/A,N/A,N/A,1.02E-10,1.52055E-05,4.80E-11,8.53365,7.48497,403.389,1.53E-11,0.243931,9.405,70865.5,3.80252,203.396,N/A,N/A,5.60E-10,0.000176666
144-82-1,CASRN,DTXSID5023615,Sulfamethizole,270.33,C9H10N4O2S2,2.09894,N/A,N/A,1.536,0.783,N/A,252.984,197.055,-0.082,0.00790679,N/A,N/A,N/A,N/A,1.40E-09,0.000721107,1.68E-11,2.01872,3.17228,313.813,7.63E-11,0.107292,9.13597,149.166,0.541878,207.994,5.46,2.19,8.86E-09,0.00388509
144598-75-4,CASRN,DTXSID7049059,9-Hydroxy-risperidone,426.492,C23H27FN4O3,9.48418,N/A,1.70608E-05,1.401,0.891,N/A,290.645,218.262,0.613,0.00042462,N/A,N/A,N/A,N/A,1.28E-11,1.81552E-05,8.16E-11,4.03551,7.42794,359.649,2.01E-08,2.27999,10.267,4402.67,1.74964,150.111,N/A,N/A,1.99E-09,0.00280628
143701-75-1,CASRN,DTXSID50894951,RPA 202248,359.32,C15H12F3NO4S,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.85E-11,1.37717,3.5389,361.661,4.78E-10,2.588,9.65262,389.696,2.79305,68.4049,N/A,N/A,1.33E-08,0.00169442
143390-89-0,CASRN,DTXSID2032558,Kresoxim-methyl,313.353,C18H19NO4,75.3356,N/A,2.44343E-06,N/A,0.739,N/A,N/A,69.595,0.239,0.00835603,42.614,N/A,N/A,N/A,3.02691E-06,8.60994E-05,1.38E-11,336.49,4.48826,364.242,1.94E-08,0.349303,9.42617,1244.76,3.39857,98.9114,N/A,N/A,1.74E-08,6.38691E-06
142994-06-7,CASRN,DTXSID30869925,2-Methylsulfonyl-4-trifluoromethylbenzoic acid,268.21,C9H7F3O4S,5.55904,300.949,0.000187068,1.567,1.012,0.000187499,188.78,158.642,-0.082,0.00447713,N/A,N/A,N/A,N/A,2.2751E-06,0.00680769,5.78E-12,6.14486,3.54179,323.711,4.12E-09,0.245305,8.42892,314.63,2.70274,166.711,N/A,N/A,1.31209E-06,0.100984
14259-45-1,CASRN,DTXSID70878339,Asperuloside,414.363,C18H22O11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.39E-10,2.49297,3.356,381.996,1.30E-11,0.748694,9.42789,68.746,-0.803125,131.562,N/A,N/A,2.25E-09,0.242656
142363-53-9,CASRN,DTXSID6037485,Alachlor ESA,315.38,C14H21NO5S,7.53356,380.403,N/A,1.347,1.193,7.29458E-05,N/A,161.606,0.566,0.011885,N/A,N/A,N/A,N/A,N/A,0.00360579,1.82E-11,9.61219,4.74447,314.583,5.62E-10,0.859057,10.7108,302.308,2.27152,181.837,N/A,N/A,4.98E-08,0.0679669
141-83-3,CASRN,DTXSID3043811,Guanidine carboxamide,102.097,C2H6N4O,0.0772681,N/A,0.00207491,1.406,0.603,N/A,158.673,115.572,0.271,0.0167109,N/A,N/A,N/A,N/A,N/A,0.196789,7.16E-12,2.27137,4.10281,257.909,3.57E-09,0.144685,7.17607,3.99755,-0.945571,105.048,N/A,N/A,4.62E-10,0.036678
141776-32-1,CASRN,DTXSID4034940,Sulfosulfuron,470.48,C16H18N6O7S2,0.32434,N/A,N/A,N/A,0.923,N/A,N/A,251.756,N/A,N/A,N/A,N/A,N/A,N/A,2.10E-10,0.000054325,1.62E-11,3.10548,4.7292,282.276,1.06E-11,0.512732,9.70562,38.9006,0.985445,201.378,N/A,N/A,3.20E-10,0.000364217
