CAS,FOUND_BY,DTXSID,PREFERRED_NAME,AVERAGE_MASS,MOLECULAR_FORMULA,BIOCONCENTRATION_FACTOR_TEST_PRED,BOILING_POINT_DEGC_TEST_PRED,48HR_DAPHNIA_LC50_MOL/L_TEST_PRED,DENSITY_G/CM^3_TEST_PRED,DEVTOX_TEST_PRED,96HR_FATHEAD_MINNOW_MOL/L_TEST_PRED,FLASH_POINT_DEGC_TEST_PRED,MELTING_POINT_DEGC_TEST_PRED,AMES_MUTAGENICITY_TEST_PRED,ORAL_RAT_LD50_MOL/KG_TEST_PRED,SURFACE_TENSION_DYN/CM_TEST_PRED,THERMAL_CONDUCTIVITY_MW/(M*K)_TEST_PRED,TETRAHYMENA_PYRIFORMIS_IGC50_MOL/L_TEST_PRED,VISCOSITY_CP_CP_TEST_PRED,VAPOR_PRESSURE_MMHG_TEST_PRED,WATER_SOLUBILITY_MOL/L_TEST_PRED,ATMOSPHERIC_HYDROXYLATION_RATE_(AOH)_CM3/MOLECULE*SEC_OPERA_PRED,BIOCONCENTRATION_FACTOR_OPERA_PRED,BIODEGRADATION_HALF_LIFE_DAYS_DAYS_OPERA_PRED,BOILING_POINT_DEGC_OPERA_PRED,HENRYS_LAW_ATM-M3/MOLE_OPERA_PRED,OPERA_KM_DAYS_OPERA_PRED,OCTANOL_AIR_PARTITION_COEFF_LOGKOA_OPERA_PRED,SOIL_ADSORPTION_COEFFICIENT_KOC_L/KG_OPERA_PRED,OCTANOL_WATER_PARTITION_LOGP_OPERA_PRED,MELTING_POINT_DEGC_OPERA_PRED,OPERA_PKAA_OPERA_PRED,OPERA_PKAB_OPERA_PRED,VAPOR_PRESSURE_MMHG_OPERA_PRED,WATER_SOLUBILITY_MOL/L_OPERA_PRED
25812-30-0,CASRN,DTXSID0020652,Gemfibrozil,250.338,C15H22O3,16.1065,349.352,2.05116E-05,1.026,0.849,1.55597E-05,182.539,75.489,0.229,0.00187499,37.844,135.401,2.00447E-05,26.1818,1.72187E-06,6.85488E-05,1.70E-11,3.16529,3.52559,326.668,5.72E-09,0.893501,9.602,216.122,4.43118,62.1199,N/A,N/A,9.32744E-06,0.000248011
256-96-2,CASRN,DTXSID90871625,Iminostilbene,193.249,C14H11N,89.7429,330.469,2.22331E-05,1.145,0.508,1.60E-07,176.545,150.757,0.236,0.00635331,N/A,N/A,1.60325E-05,13.6773,1.07399E-05,3.50752E-05,3.72E-11,70.8787,24.8254,355.274,7.24E-08,0.771974,10.1448,24716,3.38402,68.1555,N/A,N/A,7.31E-08,1.08077E-05
2531-84-2,CASRN,DTXSID1025649,2-Methylphenanthrene,192.261,C15H12,369.828,360.347,2.51768E-06,1.099,0.725,2.0797E-06,157.269,105.108,0.651,0.00799834,38.011,125.193,3.31894E-05,N/A,1.95434E-05,1.2942E-06,4.18E-11,3017.02,23.0099,349.966,0.000036212,2.43475,8.41395,15302,4.87412,104.325,N/A,N/A,6.47893E-06,5.23E-07
25057-89-0,CASRN,DTXSID0023901,Bentazone,240.28,C10H12N2O3S,N/A,N/A,0.00018197,N/A,1.022,N/A,N/A,116.27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.40754E-05,1.68E-11,1.41807,4.89764,303.704,2.59E-10,0.144842,9.81435,33.9068,2.33723,138.102,N/A,N/A,3.43124E-06,0.0021594
06/07/2497,CASRN,DTXSID4037536,Oxydisulfoton,290.39,C8H19O3PS3,10.0462,N/A,1.34E-07,1.271,0.13,2.18776E-05,197.951,63.413,-0.001,8.35603E-05,N/A,N/A,N/A,N/A,1.88799E-05,0.00358922,2.59E-11,1.00446,142.329,343.707,4.57E-07,0.480636,10.6013,718.723,1.73097,-1.15248,N/A,N/A,1.12636E-05,0.0137513
05/06/2497,CASRN,DTXSID8041901,Disulfoton sulfone,306.39,C8H19O4PS3,16.0325,N/A,1.07E-07,1.3,0.282,1.58855E-05,205.832,32.295,0.277,4.12098E-05,N/A,N/A,N/A,N/A,2.00447E-06,0.000837529,1.35E-11,5.00267,141.853,335.526,4.40E-07,0.214036,9.59755,1653.12,1.87031,27.5937,N/A,N/A,4.11235E-06,0.00288332
2496-92-6,CASRN,DTXSID7042229,"O,O-diethyl S-[2-(ethylsulfinyl)-ethyl]phosphorothioate",274.33,C8H19O4PS2,2.42103,N/A,8.91E-07,1.26,0.191,9.12011E-05,197.166,70.673,0.05,4.03645E-05,N/A,N/A,N/A,N/A,1.57036E-05,0.0354813,2.59E-11,1.58976,3.55323,302.509,4.32E-07,0.390799,9.81436,149.25,1.5959,-3.62087,N/A,N/A,1.57335E-05,0.0296329
2496-91-5,CASRN,DTXSID6042230,"O,O-diethyl S-[2-(ethylsulfonyl)-ethyl]phosphorothioate",290.33,C8H19O5PS2,2.65461,N/A,6.22E-07,1.291,0.342,7.32825E-05,205.83,33.005,0.224,0.000030903,N/A,N/A,N/A,N/A,1.50314E-05,0.0257632,1.35E-11,1.65756,4.46008,327.476,3.85E-07,0.510168,8.63132,121.442,1.67859,-3.37539,N/A,N/A,1.25875E-05,0.0418182
24280-93-1,CASRN,DTXSID4041070,Mycophenolic acid,320.341,C17H20O6,2.15774,399.162,2.71019E-05,1.353,1.06,7.01E-07,268.41,170.645,0.272,0.00142561,N/A,141.989,2.45471E-05,60.5341,1.83E-08,0.000166725,6.41E-11,2.99671,3.53958,372.72,2.05E-10,0.984428,9.35249,1309.31,3.4485,141.039,N/A,N/A,8.89E-10,0.0018547
23950-58-5,CASRN,DTXSID2020420,Propyzamide,256.13,C12H11Cl2NO,N/A,339.245,N/A,1.16,0.574,8.37529E-06,150.569,109.469,0.667,0.00706318,N/A,N/A,2.19281E-05,N/A,3.63915E-06,0.000169044,9.72E-12,69.4172,3.31044,312.445,4.22E-10,0.0880102,9.61752,203.736,3.42858,154.972,N/A,N/A,4.36E-07,4.98745E-05
239-35-0,CASRN,DTXSID8075205,"Benzo[b]naphtho[2,1-d]thiophene",234.32,C16H10S,174.181,414.529,4.27563E-06,1.27,0.362,N/A,173.013,156.449,0.834,0.00647143,N/A,N/A,8.37529E-06,N/A,1.95E-07,1.48594E-06,1.10E-10,683.621,161.134,393.724,1.41746E-05,2.08745,8.8607,116611,5.51313,188.829,N/A,N/A,1.14E-07,6.15E-07
2385-85-5,CASRN,DTXSID7020895,Mirex,545.51,C10Cl12,N/A,358.388,5.71E-08,2.261,N/A,3.16228E-06,222.576,215.404,0.53,0.000362243,N/A,N/A,N/A,N/A,4.82E-07,1.95E-07,1.56E-13,20380,830.283,377.265,0.000811514,63.1029,11.7145,998351,6.88879,313.227,N/A,N/A,7.92E-07,1.55E-07
23593-75-1,CASRN,DTXSID7029871,Clotrimazole,344.84,C22H17ClN2,468.813,423.876,9.54993E-06,1.254,0.307,7.60E-07,245.703,141.269,0.824,0.00169434,N/A,141.638,1.48594E-06,N/A,2.88E-08,7.21107E-06,1.78E-11,435.857,20.599,381.37,3.32E-07,1.54092,11.7394,8280.13,4.79987,147.975,N/A,N/A,3.89E-08,4.66E-07
23576-24-1,CASRN,DTXSID1041841,Desmethylnorflurazon,289.64,C11H7ClF3N3O,N/A,352.937,3.21366E-06,1.545,0.92,2.55E-07,158.411,178.833,0.372,0.00567545,N/A,N/A,N/A,N/A,6.31E-07,0.000111429,2.02E-11,9.6459,3.54418,334.487,1.07E-09,0.369351,8.42723,638.445,3.36577,205.82,N/A,N/A,1.24463E-06,0.00451307
08/02/2327,CASRN,DTXSID2041468,"3,4-Dichlorophenylurea",205.04,C7H6Cl2N2O,6.1235,297.281,3.25837E-05,1.472,0.536,0.000157398,139.226,177.054,0.345,0.006223,N/A,N/A,N/A,16.0694,3.22E-07,0.00194536,1.24E-11,37.9957,3.11029,256.299,2.09E-09,0.440926,8.36449,337.495,2.64803,193.077,N/A,N/A,6.83E-08,0.0011111
23214-92-8,CASRN,DTXSID8021480,Doxorubicin,543.525,C27H29NO11,0.451856,612.792,4.12098E-05,1.725,0.794,3.33E-07,393.775,282.389,0.986,0.00083946,N/A,N/A,N/A,N/A,1.71E-17,0.000903649,2.54E-11,2.67254,146.709,378.746,1.70E-11,0.416946,9.54151,3472.69,1.27048,229.973,N/A,N/A,1.40E-09,0.0807207
2315-67-5,CASRN,DTXSID1058680,"2-[4-(2,4,4-Trimethyl-2-pentanyl)phenoxy]ethanol",250.382,C16H26O2,289.734,292.379,1.01391E-05,0.935,0.714,1.05925E-05,141.732,71.965,0.019,0.00389045,33.478,126.322,6.72977E-05,18.6638,5.17607E-05,0.000150314,1.66E-11,375.346,4.4562,276.957,9.96991E-06,0.725435,9.30031,1171.28,4.83064,40.5715,N/A,N/A,2.45501E-05,0.000102206
2315-61-9,CASRN,DTXSID3075044,Triton X-100.2,294.435,C18H30O3,302.691,296.81,8.64968E-06,0.957,0.574,2.44343E-05,169.785,85.98,0.035,0.00767362,34.507,131.663,2.38781E-05,27.4789,5.32108E-06,6.71429E-05,1.67E-11,258.009,5.73206,277.181,6.04E-09,1.22176,10.6057,1226.02,4.21059,34.8619,N/A,N/A,5.20453E-06,0.00144688
23135-22-0,CASRN,DTXSID6021086,Oxamyl,219.26,C7H13N3O3S,0.799834,282.886,6.5013E-06,1.238,0.534,0.000126474,155.452,92.974,0.467,3.38844E-05,N/A,N/A,N/A,N/A,7.56833E-06,0.435512,5.85E-12,2.73736,4.63855,306.159,6.58E-10,0.0854739,9.22556,10.0275,-0.470577,100.994,N/A,N/A,0.000228531,1.02531
2312-35-8,CASRN,DTXSID4024276,Propargite,350.47,C19H26O4S,N/A,325.241,N/A,1.156,0.793,1.50314E-06,226.232,23.328,N/A,0.011885,N/A,N/A,N/A,N/A,1.80E-07,2.71019E-05,2.94E-11,10.8798,5.67208,362.007,9.44352E-06,0.567786,10.6946,3973.9,4.99861,198.998,N/A,N/A,3.01E-07,1.08364E-06
2303-17-5,CASRN,DTXSID5024344,Tri-allate,304.65,C10H16Cl3NOS,90.7821,N/A,1.45546E-06,1.179,0.189,N/A,138.716,13.164,0.687,0.0144544,N/A,N/A,N/A,N/A,0.000402717,3.45144E-05,1.46E-11,454.39,4.40087,293.249,5.17357E-05,0.166949,8.85561,2234.16,4.59952,29.0233,N/A,N/A,0.000120097,1.33432E-05
22916-47-8,CASRN,DTXSID6023319,Miconazole,416.12,C18H14Cl4N2O,672.977,417.614,8.41E-07,1.446,0.432,3.02E-07,261.61,111.138,0.502,0.00297167,N/A,134.811,4.31E-07,66.6807,2.39E-08,8.22243E-06,1.76E-11,1803.31,3.36239,391.168,2.97286E-06,8.53472,11.6965,520.08,4.28498,151.895,N/A,N/A,1.65E-07,6.53653E-05
22839-47-0,CASRN,DTXSID0020107,Aspartame,294.307,C14H18N2O5,0.226464,386.318,0.000140929,1.345,0.835,5.66239E-05,297.076,194.846,0.23,0.00937562,N/A,185.758,0.000514044,117.22,1.74E-08,0.0174181,1.69E-11,4.53756,3.53575,284.275,5.07E-11,0.110872,9.24989,165.706,-1.20454,246.419,N/A,N/A,6.02E-10,0.0106719
2259-96-3,CASRN,DTXSID3022871,Cyclothiazide,389.87,C14H16ClN3O4S2,0.826038,N/A,N/A,1.563,0.928,N/A,334.393,250.085,-0.062,0.0108893,N/A,N/A,N/A,N/A,5.04E-11,0.000105682,6.22E-11,2.99437,70.5861,272.761,2.26E-11,0.203823,9.27311,52.2154,1.94767,233.995,N/A,N/A,4.60E-11,0.000502243
2245-38-7,CASRN,DTXSID7062291,"1,6,7-Trimethylnaphthalene",170.255,C13H14,554.626,274.852,7.03072E-06,0.98,0.584,9.8628E-06,114.893,25.545,N/A,0.0103276,36.115,119.973,5.33335E-05,7.29458,0.00522396,2.63633E-05,2.22E-11,795.739,13.5763,284.861,0.000581821,2.86515,6.73871,3702.78,4.6536,28.7235,N/A,N/A,0.0125938,1.15447E-05
22316-47-8,CASRN,DTXSID2046759,Clobazam,300.74,C16H13ClN2O2,25.5859,395.482,6.19441E-05,1.299,0.963,1.08893E-05,246.128,156.055,0.056,0.00772681,N/A,N/A,4.90908E-05,N/A,5.97E-08,0.000138676,1.18E-11,40.8025,3.36048,358.616,1.56E-08,0.512906,10.6954,828.229,2.12256,141.006,N/A,N/A,2.08E-08,5.02973E-05
22224-92-6,CASRN,DTXSID3024102,Fenamiphos,303.36,C13H22NO3PS,N/A,N/A,1.04E-07,1.124,0.809,N/A,167.368,35.867,0.3,4.98884E-05,N/A,N/A,N/A,N/A,1.31522E-06,0.000404576,1.66E-11,2.3394,5.11766,320.782,1.33E-07,1.00904,11.2506,323.068,3.2298,49.0156,N/A,N/A,9.98E-07,0.00110824
22204-53-1,CASRN,DTXSID4040686,Naproxen,230.263,C14H14O3,8.12831,357.434,5.61048E-05,1.212,0.906,1.96336E-05,179.312,141.454,0.479,0.00242661,41.104,137.249,0.000108393,26.7301,1.54E-07,0.000137721,1.50E-11,3.15503,3.53487,323.518,1.06E-09,0.284673,9.75114,554.684,3.18037,152.94,N/A,N/A,2.55E-07,5.81763E-05
2212-67-1,CASRN,DTXSID6024206,Molinate,187.3,C9H17NOS,N/A,N/A,7.29458E-05,1.049,0.726,N/A,125.358,27.57,0.294,0.00452898,N/A,N/A,N/A,N/A,0.00810961,0.00263633,2.67E-11,25.6166,3.69337,235.411,4.05102E-06,0.0831248,6.6655,83.465,3.2091,70.5421,N/A,N/A,0.00559749,0.00536262
22071-15-4,CASRN,DTXSID6020771,Ketoprofen,254.285,C16H14O3,11.4025,381.018,3.69828E-05,1.198,0.941,0.000011246,219.545,137.236,0.283,0.000559758,N/A,N/A,8.87156E-05,37.325,8.11E-09,0.000269153,1.95E-11,3.02936,4.63937,309.078,1.34E-09,0.253029,10.5726,696.301,3.12061,94.4606,4.2,N/A,2.36E-08,0.000479066
219861-08-2,CASRN,DTXSID1046003,Escitalopram oxalate,414.433,C22H23FN2O5,185.353,370.082,2.35505E-06,1.161,0.779,3.70681E-06,256.488,122.066,0.478,0.00118577,N/A,157.086,2.46037E-05,12.4451,2.84E-08,5.87489E-05,1.66E-11,20.2102,3.54788,352.308,3.94344E-06,1.68506,10.625,2401.14,0.207915,167.331,N/A,N/A,1.77E-08,2.07005E-05
218-01-9,CASRN,DTXSID0022432,Chrysene,228.294,C18H12,557.186,451.445,1.05925E-06,1.188,0.635,5.22E-07,209.067,171.294,1.044,0.00874984,41.365,127.126,1.08143E-05,N/A,1.12E-08,5.18E-08,2.81E-11,420.28,377.401,436.862,5.28503E-06,3.85787,9.37103,204192,5.80864,220.498,N/A,N/A,6.67E-09,1.38E-08
21725-46-2,CASRN,DTXSID1023990,Cyanazine,240.7,C9H13ClN6,8.05378,368.891,3.47536E-05,1.268,0.809,0.000115878,197.498,172.205,-0.052,0.00285759,N/A,N/A,N/A,N/A,5.98E-08,0.00246604,1.60E-11,11.2447,5.1556,324.679,4.61E-09,0.108803,9.09595,190.846,2.22077,167.974,N/A,N/A,1.39E-07,0.000713337
2164-17-2,CASRN,DTXSID8020628,Fluometuron,232.206,C10H11F3N2O,28.774,280.864,9.66051E-05,1.272,0.851,0.000127938,139.364,90.907,0.047,0.00319154,N/A,N/A,N/A,N/A,8.07E-07,0.000616595,1.02E-11,10.1565,4.49092,302.891,9.18E-09,0.0861968,9.21809,79.5767,2.42095,163.872,N/A,N/A,9.40E-07,0.000388879
2163-68-0,CASRN,DTXSID6037807,2-Hydroxyatrazine,197.242,C8H15N5O,3.22107,326.232,0.000115878,1.264,0.902,0.000177419,186.42,147.96,0.145,0.00918333,N/A,173.507,N/A,N/A,8.95E-08,0.0101859,2.39E-11,5.81501,4.64287,332.835,9.58E-09,0.119816,8.53125,213.153,2.2088,163.2,N/A,N/A,1.10E-10,3.04376E-05
213464-77-8,CASRN,DTXSID4034788,Orthosulfamuron,424.43,C16H20N6O6S,N/A,N/A,8.35603E-05,N/A,1.077,N/A,N/A,167.8,N/A,N/A,N/A,N/A,N/A,N/A,3.33E-09,1.01625E-05,1.66E-11,1.82191,4.26117,297.789,9.79E-12,0.318566,9.43367,62.1653,1.49547,167.423,N/A,N/A,5.95E-10,0.00148079
21312-10-7,CASRN,DTXSID8049044,N-Acetyl sulfamethoxazole,295.31,C12H13N3O4S,2.92415,N/A,N/A,1.403,0.859,N/A,269.526,190.436,-0.061,0.0176198,N/A,N/A,N/A,N/A,4.93E-10,0.000841395,1.18E-11,1.64083,4.64773,274.902,1.52E-11,0.212639,9.30395,238.126,0.603167,208.703,N/A,N/A,8.70E-11,0.000413396
21256-18-8,CASRN,DTXSID1045118,Oxaprozin,293.322,C18H15NO3,102.802,404.55,3.86367E-06,1.228,0.828,1.41254E-06,237.358,164.619,0.32,0.00397192,N/A,N/A,2.46037E-05,N/A,6.71E-09,1.75388E-05,1.17E-11,44.6944,3.7157,321.73,4.22E-10,0.56706,10.6621,1907.95,4.18739,160.876,N/A,N/A,1.06E-09,7.27166E-05
21187-98-4,CASRN,DTXSID9023095,Gliclazide,323.41,C15H21N3O3S,13.0017,N/A,N/A,1.372,1.009,N/A,276.207,185.468,0.013,0.0130918,N/A,N/A,N/A,N/A,1.32E-09,0.000414954,1.39E-11,1.94653,3.35771,255.431,3.86E-10,0.16702,9.22561,1164.8,2.15375,180.948,N/A,N/A,2.40E-10,5.15939E-05
21145-77-7,CASRN,DTXSID7041544,Tonalide,258.405,C18H26O,629.506,323.052,5.35797E-06,0.929,0.707,2.75423E-06,141.955,54.798,-0.035,0.00295801,N/A,109.248,6.79204E-06,N/A,4.30527E-05,4.94311E-06,1.37E-11,2488.98,7.37811,324.434,4.81222E-05,0.72872,7.92686,2926.36,5.69897,53.8617,N/A,N/A,4.02086E-05,4.84204E-06
21087-64-9,CASRN,DTXSID6024204,Metribuzin,214.29,C8H14N4OS,N/A,N/A,6.10942E-06,1.17,0.056,N/A,N/A,126.564,0.63,0.00426579,N/A,N/A,N/A,N/A,N/A,0.00851138,1.89E-11,3.32533,3.75993,300.037,1.22E-08,0.100676,7.51384,51.3347,1.70002,126.046,N/A,N/A,4.39E-07,0.00519961
209248-72-6,CASRN,DTXSID90904684,"5-Amino-3-cyano-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-1H-pyrazole-4-sulfonic acid",401.14,C11H5Cl2F3N4O3S,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.38E-11,6.43846,4.47957,300.806,6.50E-08,0.684061,9.36259,167.371,1.8075,200.41,N/A,N/A,3.05E-11,0.00060068
208-96-8,CASRN,DTXSID3023845,Acenaphthylene,152.196,C12H8,380.189,292.903,2.41546E-05,1.158,0.71,1.48936E-06,141.457,93.493,N/A,0.00774462,N/A,N/A,6.09537E-05,4.00867,0.00180717,1.77419E-05,1.10E-10,269.569,37.951,280.041,0.000114058,3.31174,6.56164,5616.4,3.94091,92.4506,N/A,N/A,0.00660999,0.000107342
207122-16-5,CASRN,DTXSID8052693,"2,2',3,4,4',5',6-Heptabromodiphenyl ether",722.483,C12H3Br7O,550.808,491.95,6.68E-09,3.116,N/A,1.03E-08,222.445,267.399,-0.075,N/A,N/A,N/A,N/A,N/A,1.26E-09,5.66E-10,9.59E-13,638518,75.8355,464.712,0.00509944,44.6996,11.6877,301713,8.26938,225.16,N/A,N/A,3.83E-08,4.76E-09
207122-15-4,CASRN,DTXSID3052692,"2,2',4,4',5,6'-Hexabromodiphenyl ether",643.587,C12H4Br6O,479.733,470.04,8.15E-09,2.847,N/A,4.39E-08,213.503,258.028,-0.003,N/A,N/A,103.027,N/A,N/A,4.97E-09,1.19E-09,9.59E-13,1376640,49.5653,415.336,0.0041952,106.824,11.7074,251357,7.81893,221.757,N/A,N/A,6.36E-08,9.43E-09
207-08-9,CASRN,DTXSID0023909,Benzo(k)fluoranthene,252.316,C20H12,484.172,488.24,5.85E-07,1.278,0.498,2.18E-07,207.473,203.279,1.028,N/A,43.361,N/A,3.4435E-06,N/A,1.84E-08,7.57E-09,2.01E-11,1272.08,350.547,479.711,5.87E-07,0.871903,9.384,22054.3,6.10891,216.788,N/A,N/A,9.77E-10,3.23E-09
206-44-0,CASRN,DTXSID3024104,Fluoranthene,202.256,C16H10,480.839,378.496,3.50752E-06,1.243,0.74,1.18577E-06,189.415,142.885,0.836,0.00490908,N/A,125.925,2.30144E-05,N/A,3.71E-07,3.18E-07,4.98E-11,3528.4,147.199,393.972,0.000008917,0.957691,8.855,63177.5,5.16033,108.056,N/A,N/A,9.0836E-06,1.12866E-06
205-99-2,CASRN,DTXSID0023907,Benzo(b)fluoranthene,252.316,C20H12,605.341,482.015,6.03E-07,1.277,0.501,1.93E-07,205.439,196.409,1.038,N/A,43.361,N/A,3.4435E-06,N/A,1.08E-08,8.95E-09,1.07E-10,748.588,172.545,344.844,1.60824E-05,1.03196,8.63832,418669,5.77942,168.208,N/A,N/A,4.93E-07,8.42E-09
205939-58-8,CASRN - WARNING: Synonym mapped to two or more chemicals,DTXSID50891445,Dimethenamide ESA,321.41,C12H19NO5S2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.77E-11,9.83685,4.64858,314.84,4.50E-10,0.72003,10.8533,102.9,2.30335,114.759,N/A,N/A,1.85857E-06,0.0872153
205939-58-8,Integrated Source CAS-RN - WARNING: Synonym mapped to two or more chemicals,DTXSID9052846,Methenamid ESA,307.38,C11H17NO5S2,7.09578,368.341,N/A,1.352,1.233,N/A,N/A,162.095,0.623,N/A,N/A,N/A,N/A,N/A,N/A,0.00420727,1.05E-11,9.7747,4.90843,315.037,3.77E-09,0.718143,11.2723,83.6645,2.00009,143.344,N/A,N/A,1.8269E-06,0.158921
205650-69-7,CASRN,DTXSID60873419,Fipronil amide,455.16,C12H6Cl2F6N4O2S,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.95E-12,7.19284,4.65635,337.298,1.48E-11,0.841528,9.49591,174.443,2.98712,188.195,N/A,N/A,3.07E-10,0.000179825
205650-65-3,CASRN,DTXSID0043719,Fipronil desulfinyl,389.08,C12H4Cl2F6N4,1958.84,391.86,1.54882E-06,1.722,0.949,3.26E-07,205.659,130.647,0.194,0.000636796,N/A,N/A,N/A,N/A,1.26E-08,5.52077E-06,9.26E-12,5.48068,3.54823,349.436,8.37E-07,1.20719,10.633,1882.52,3.27498,197.443,N/A,N/A,5.40E-11,8.27E-07
20427-84-3,CASRN,DTXSID9058600,4-Nonylphenol diethoxylate,308.462,C19H32O3,47.6431,392.229,1.11686E-05,0.976,0.469,0.00000414,172.14,55.728,0.015,0.0133968,34.308,158.814,3.71535E-06,38.2825,8.95E-07,0.000135519,1.67E-11,527.915,5.01668,310.173,6.93E-09,1.48313,11.1021,2591.22,3.89642,35.0168,N/A,N/A,2.21846E-06,0.000871179
2008-41-5,CASRN,DTXSID7023936,Butylate,217.37,C11H23NOS,33.9625,N/A,0.000012388,0.936,0.204,N/A,119.188,9.999,0.266,0.00924698,N/A,N/A,N/A,N/A,0.00648634,0.000431519,2.69E-11,25.6398,11.4793,241.313,1.29486E-05,0.126461,7.43743,129.18,4.14868,1.74628,N/A,N/A,0.0130344,0.000209019
19988-24-0,CASRN,DTXSID80173802,"1,3,5-Triazin-2(1H)-one, 4-amino-6-((1-methylethyl)amino)-",169.188,C6H11N5O,0.785236,N/A,0.000563638,1.704,0.838,N/A,176.729,197.421,N/A,0.00984011,N/A,N/A,N/A,N/A,N/A,0.00408319,1.66E-11,1.55969,4.90597,326.659,4.28E-09,0.0825396,7.89153,77.5852,1.26917,288.569,N/A,N/A,2.86E-09,0.00203737
19982-08-2,CASRN,DTXSID5045174,Memantine,179.307,C12H21N,151.356,234.389,2.85102E-05,0.98,0.702,0.000255859,91.328,138.115,0.189,0.00154882,N/A,127.808,N/A,7.44732,0.00220293,0.0018239,2.56E-11,95.6897,802.344,244.938,1.69217E-05,0.28636,8.40717,4905.41,3.28111,257.691,N/A,N/A,0.0472034,0.00489684
198-55-0,CASRN,DTXSID4047753,Perylene,252.316,C20H12,724.436,480.019,7.14E-07,1.275,0.355,2.14E-07,230.615,207.823,1.037,N/A,44.403,N/A,3.4435E-06,N/A,4.49E-09,7.74E-09,3.45E-11,910.302,895.527,486.93,1.06309E-06,0.871916,10.3435,549080,6.04911,225.812,N/A,N/A,5.24E-09,2.34E-09
1982-49-6,CASRN,DTXSID7032474,Siduron,232.327,C14H20N2O,7.58578,345.392,2.61216E-05,1.157,0.566,3.06196E-05,156.784,144.136,-0.056,0.0124165,N/A,N/A,N/A,N/A,2.45E-08,0.000356451,1.75E-11,19.9222,3.33946,291.21,1.99E-10,0.153334,9.12469,204.11,3.79799,135.643,N/A,N/A,4.04E-09,7.91023E-05
196618-13-0,CASRN,DTXSID9044291,Oseltamivir,312.41,C16H28N2O4,N/A,386.03,0.000116413,1.08,0.713,3.45939E-05,230.733,112.353,-0.067,0.00682339,N/A,N/A,0.000140281,N/A,3.53E-07,0.0025293,3.35E-11,2.0826,4.45662,355.66,1.84E-11,0.225732,9.23923,46.016,-0.885254,126.115,N/A,N/A,2.63E-09,0.00189727
196611-19-5,CASRN,DTXSID301017839,1-(2-amino-3-methylphenyl)ethan-1-ol,151.209,C9H13NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.61E-11,24.0306,2.54245,275.968,9.59E-08,0.152187,7.84078,40.7814,0.0635972,121.028,N/A,N/A,0.00195254,0.00177268
1951-25-3,CASRN,DTXSID7022592,Amiodarone,645.32,C25H29I2NO3,157.761,526.989,N/A,2.222,0.878,6.50E-09,291.8,183.166,N/A,N/A,N/A,N/A,1.59E-07,N/A,N/A,3.89045E-06,2.38E-11,844.629,9.03393,468.909,1.04464E-06,2.04961,11.6771,227090,7.56793,103.823,N/A,N/A,8.17E-10,5.48882E-06
194992-44-4,CASRN,DTXSID1037484,Acetochlor OA,265.309,C14H19NO4,1.2331,367.714,6.20869E-05,1.151,0.88,3.17687E-05,243.007,56.713,0.261,0.00986279,N/A,148.442,0.000230144,103.753,6.53E-07,0.00289068,1.64E-11,2.91632,4.46747,314.694,1.20E-09,0.835725,10.6162,60.4914,2.60615,96.5431,N/A,N/A,4.73E-08,0.00786617
19466-47-8,CASRN,DTXSID8051835,Stigmastan-3beta-ol,416.734,C29H52O,1432.19,403.984,1.66341E-06,0.876,0.932,2.09E-07,207.72,125.328,0.249,0.00281838,37.495,N/A,N/A,N/A,1.14E-07,1.52E-07,1.18E-11,1245.05,257.893,392.308,4.58E-08,13.7841,10.3575,59177.2,9.02563,147.89,N/A,N/A,1.88E-08,1.03714E-06
193-39-5,CASRN,DTXSID8024153,"Indeno(1,2,3-cd)pyrene",276.338,C22H12,665.273,534.877,2.74E-07,1.346,N/A,N/A,268.036,273.776,1.042,N/A,N/A,N/A,1.90546E-06,N/A,3.23E-10,1.03E-09,2.22E-11,1201.9,330.219,535.958,3.49E-07,1.54444,11.7243,1573270,6.75816,164.544,N/A,N/A,2.31E-10,7.74E-10
192-97-2,CASRN,DTXSID3023764,Benzo(e)pyrene,252.316,C20H12,654.636,477.23,7.48E-07,1.273,0.355,2.12E-07,232.257,223.85,0.984,N/A,44.403,N/A,3.4435E-06,N/A,7.13E-09,8.17E-09,3.45E-11,910.302,365.345,486.93,1.06894E-06,1.17396,10.3435,544271,6.42775,225.812,N/A,N/A,5.68E-09,1.36E-08
